points_ratio,email_send,email_open_rate,email_click_rate,email_forward_rate,rest_loc_bar,rest_loc_Merch,rest_loc_Open,rest_loc_Patio,rest_loc_Rest,rest_loc_rm_serv,rest_loc_Take_out,rest_loc_cafe,rest_loc_unkn,time_breakfast,time_dinner,time_late_nite,time_lunch,time_unknown,disc_app,disc_beverage,disc_dessert,disc_employee,disc_food,disc_other,disc_ribs,disc_sandwich,disc_ticket,disc_type_bogo,disc_type_comp,disc_type_dolfood,disc_type_empl,disc_type_free,disc_type_other,disc_type_pctfood,disc_chan_advo,disc_chan_comp,disc_chan_demo,disc_chan_empl,disc_chan_entbk,disc_chan_gmms,disc_chan_gps,disc_chan_laten,disc_chan_local,disc_chan_other,disc_chan_part,disc_chan_smart,disc_chan_valc,disc_chan_value,disc_pct_tot,disc_pct_trans,items_tot_distinct,items_tot,net_amt_p_item,checks_tot,net_sales_p_chck,net_sales_tot,fd_cat_alcoh,fd_cat_app,fd_cat_bev,fd_cat_brunc,fd_cat_buffe,fd_cat_burg,fd_cat_combo,fd_cat_dess,fd_cat_drink,fd_cat_h_ent,fd_cat_kids,fd_cat_l_ent,fd_cat_other,fd_cat_side,fd_cat_soupsal,fd_cat_steak,days_between_trans,tenure_day,age,guests_last_12mo,customer_number
1.633016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4.435454,1,48.79,48.79,0,0,0.167247,0,0,0.22935,0,0.12482,0,0.225251,0.25333,0,0,0,0,0,0,2317,52,4.6,5719
1.774744,22,0.227272727,0.045454545,0,0,0,0,0,1,0,0,0,0,0,0.777777778,0.111111111,0.111111111,0,0,0,0,0,0.25,0,0,0.75,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,0,0,0,0.1712,0.555555556,11,35,7.070285,9,26.3855,237.47,0.138291,0.116435,0.019497,0,0,0.427843,0,0,0,0.044552,0.070324,0,0.000378,0,0,0.182675,31,2317,39,24.15,5720
1.886792,51,0.450980392,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1872,1,8,9,6.035555,1,53.33,53.33,0,0.365272,0.039564,0,0,0,0,0.097318,0,0.383836,0.068441,0,0,0.045565,0,0,0,2316,43,5.75,5721
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2877,1,4,6,5.358333,1,32.15,32.15,0.70171,0,0,0,0,0.126594,0,0,0,0.171695,0,0,0,0,0,0,0,2315,54,2.3,5722
4.166666,60,0.816666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4656,1,6,6,4.046666,1,24.28,24.28,0,0.112897,0,0,0,0.0654,0,0,0,0.340153,0,0,0.1308,0,0.098282,0.252466,0,2313,58,3.45,5723
1.086643,55,0.418181818,0.109090909,0.036363636,0.071428571,0,0,0,0.928571429,0,0,0,0,0,0.714285714,0,0.285714286,0,0.111111111,0,0,0,0.222222222,0,0,0.111111111,0.555555556,0.444444444,0,0.555555556,0,0,0,0,0,0,0,0,0,0.454545455,0.272727273,0,0,0.090909091,0,0,0,0.181818182,0.5057,0.785714286,23,36,5.125,14,13.0364,182.51,0,0.334925,0.022432,0,0,0.203498,0,0.010733,0,0.205377,0.03558,0.156166,0.031286,0,0,0,17,683,48,36.8,5724
1.843971,30,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1096,1,17,30,4.714,2,66.515,133.03,0,0.102377,0.182806,0,0,0.32964,0,0,0,0.068228,0,0.167379,0.073276,0.076291,0,0,26,2312,48,14.95,5725
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4165,1,4,6,4.263333,1,25.58,25.58,0,0.264176,0.189473,0,0,0,0,0,0,0.41494,0,0,0.131409,0,0,0,0,2312,29,2.3,5726
1.842105,65,0.923076923,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2249,1,9,11,4.64909,1,46.86,46.86,0,0.429413,0.161444,0,0,0.184297,0,0,0,0,0.088462,0,0.13638,0,0,0,0,2312,43,6.9,5727
0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.076,0.4,13,27,6.974814,5,37.664,188.32,0.182713,0.452704,0.012887,0,0,0.049211,0,0,0,0.069114,0.04518,0.125242,0.062944,0,0,0,23,2312,28,11.5,5728
0.4329,54,0.277777778,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.126,0.6,15,28,7.29,5,40.824,204.12,0,0,0.027336,0,0,0.049088,0,0,0,0.347785,0.027385,0.367136,0.012149,0.051538,0,0.117577,49,2311,51,26.45,5729
1.980198,53,0.094339623,0.018867925,0,0,0,0,0,1,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1583,0.75,7,19,4.842105,4,23,92,0,0.491195,0.222282,0,0,0,0,0,0,0.188478,0,0,0.01076,0.087282,0,0,26,2311,54,6.9,5730
0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2001,1,4,5,5.068,1,25.34,25.34,0,0.39779,0.084846,0,0,0,0,0.454617,0,0,0,0,0.062746,0,0,0,0,2311,46,4.6,5731
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2127,0.5,5,12,3.083333,2,18.5,37,0.174621,0.825378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2311,39,0,5732
5,19,0.421052632,0.052631579,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2846,1,3,3,6.7,1,20.1,20.1,0.149253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850746,0,2311,67,2.3,5733
0,32,0.25,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0.625,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0.125,3,11,10.455454,8,14.3762,115.01,0,0,0.02165,0,0,0,0,0,0,0,0,0,0,0,0.978349,0,37,2309,55,10.35,5734
0.864864,26,0.230769231,0.038461538,0,0.692307692,0,0,0,0.307692308,0,0,0,0,0,0.615384615,0,0.384615385,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0.666666667,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.078,0.230769231,32,79,4.113291,13,24.7892,322.26,0.105191,0.460652,0.05885,0,0,0.1034,0,0.019304,0,0.023938,0.118553,0.023596,0.013049,0.028032,0.017598,0.027833,26,2309,67,21.85,5735
1.323451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.096,0.25,16,19,5.543157,4,18.82,75.28,0.201976,0.337739,0.06407,0,0,0,0,0,0,0.159461,0,0,0.109443,0,0.127307,0,34,2309,56,2.3,5736
0.662251,40,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.1558,0.5,14,20,5.955,4,29.775,119.1,0,0.353614,0.093826,0,0,0.082859,0,0,0,0.174492,0,0,0.032493,0.004549,0.258164,0,38,2308,46,10.35,5737
1.029126,56,0.714285714,0,0,0.166666667,0,0,0,0.833333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.139,0.6,26,61,6.401803,12,31.2708,375.25,0.157426,0.155718,0.0943,0,0,0.068049,0,0.013288,0,0.156271,0,0.022582,0.05986,0,0.070913,0.201587,24,2307,65,39.1,5738
0.998369,34,0.606060606,0.151515152,0,0.058823529,0,0,0,0.941176471,0,0,0,0,0,0.647058824,0.176470588,0.176470588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1411,0.4375,21,89,6.622247,17,34.6694,589.38,0.023824,0.076167,0.135546,0,0,0,0,0.00841,0,0.585487,0,0,0.062224,0.016678,0.043459,0.048201,20,2307,58,37.95,5739
1.16129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1306,0.333333333,18,30,5.960666,6,29.8033,178.82,0.029939,0.060085,0.103573,0,0,0.201509,0,0,0,0.211903,0,0,0.085578,0.049485,0.091524,0.166399,33,2306,50,10.35,5740
0,62,0.032258065,0.016129032,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8.056666,1,48.34,48.34,0,0,0.115432,0,0,0.243897,0,0.128051,0,0,0,0,0.020479,0,0,0.492139,0,2306,64,2.3,5741
2.377622,14,0.692307692,0.153846154,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2378,0.4,22,28,4.96,6,23.1466,138.88,0.423963,0.22523,0.017929,0,0,0.00576,0,0,0,0.079133,0,0.098934,0,0,0.149049,0,35,2306,61,6.9,5742
1.002386,62,0.209677419,0,0,0.636363636,0,0,0,0.363636364,0,0,0,0,0,0.636363636,0,0.363636364,0,0,0,0,0,0,0,0,0.8,0.2,0.8,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1206,0.6,28,66,6.626666,11,37.9627,417.59,0.364611,0.15865,0.021003,0,0,0.126786,0,0,0,0.080378,0,0.023157,0.049162,0.007317,0.145774,0.023157,29,2305,33,23,5743
1.354166,54,0.666666667,0,0,0.714285714,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0.428571429,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0.1646,0.666666667,20,33,5.77606,7,27.23,190.61,0.138292,0.325219,0.105345,0,0,0.193484,0,0,0,0.115943,0.049787,0.05624,0,0.015686,0,0,44,2305,52,17.25,5744
0.247524,62,0.14516129,0.032258065,0,0.166666667,0,0,0,0.833333333,0,0,0,0,0,0.666666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4177,1,19,36,5.717222,6,33.6383,201.83,0.030669,0.465044,0,0,0,0.029628,0,0,0,0.09067,0.251399,0,0,0,0.03706,0.095525,57,2304,33,23,5745
0.43691,20,0.1,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0337,0.25,20,36,6.366111,4,57.295,229.18,0.423902,0.115498,0.049568,0,0,0.278296,0,0,0,0.049698,0,0,0,0,0,0.083035,31,2304,33,10.35,5746
0,60,0.033333333,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.333333333,0.166666667,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2019,0.833333333,24,40,5.94,6,39.6,237.6,0.24436,0.125,0.035479,0,0,0.163888,0,0,0,0,0,0,0.001178,0.019486,0.031313,0.379292,52,2304,52,19.55,5747
2.222222,48,0.583333333,0.104166667,0.020833333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3703,1,5,5,7.272,1,36.36,36.36,0,0,0.099559,0,0,0,0,0.197744,0,0.339383,0,0,0,0,0,0.363311,0,2303,58,2.3,5748
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3708,1,7,13,5.421538,4,17.62,70.48,0,0,0.111728,0,0,0,0,0.068927,0,0.670928,0,0,0.020566,0,0,0.127848,67,2302,82,11.5,5749
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1292,0.333333333,10,15,5.524,3,27.62,82.86,0,0.156287,0.164132,0,0,0,0,0,0,0.667632,0,0,0,0.011947,0,0,8,2301,55,8.05,5750
0.484848,0,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0,0,0,0.142857143,0,0.857142857,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0.3348,0.833333333,15,23,4.804347,7,15.4014,107.81,0.027238,0.112402,0.132921,0,0,0.127928,0,0,0,0,0,0.356183,0.021154,0,0.097512,0.124659,44,2301,48,11.5,5751
1.428571,73,0.136986301,0.02739726,0,0.25,0,0,0,0.75,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.3995,0.75,11,14,3.692142,4,12.9225,51.69,0.149675,0.474638,0.043073,0,0,0,0,0,0,0.19225,0,0,0.140362,0,0,0,18,2300,61,3.45,5752
13.333333,61,0.573770492,0.049180328,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,3.352857,1,14.67,14.67,0,0.174302,0.106371,0,0,0,0,0,0,0.481832,0,0,0.237493,0,0,0,0,2300,47,5.75,5753
0,90,0.144444444,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.1244,0.5,20,33,6.321212,4,52.15,208.6,0.385091,0.346164,0.040124,0,0,0,0,0.035953,0,0,0,0,0.011936,0.033557,0,0.147171,54,2300,35,8.05,5754
0,49,0.12244898,0.020408163,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,8.0135,3,53.4233,160.27,0,0.190803,0.118237,0,0,0.265676,0,0,0,0.174705,0,0,0.006114,0,0,0.244462,76,2300,44,11.5,5755
0.784486,61,0.344262295,0.016393443,0,0.2,0,0,0,0.8,0,0,0,0,0,0.2,0.2,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.8,0.2498,1,25,43,7.01093,5,57.84,289.2,0,0.322244,0.086825,0,0,0.032838,0,0.055628,0,0.376329,0,0,0.053592,0.010147,0,0.062393,36,2300,39,24.15,5756
0,66,0.621212121,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6.24,4,18.9325,75.73,0.473677,0.3064,0,0,0,0,0,0,0,0.115816,0,0,0.104105,0,0,0,84,2300,49,2.3,5757
1.413427,57,0.157894737,0.035087719,0,0.2,0,0,0,0.8,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4017,1,11,24,4.499166,5,21.596,107.98,0,0,0.135302,0,0,0.04686,0,0,0,0.551213,0,0,0.016021,0.038803,0,0.211798,25,2299,60,13.8,5758
0,67,0.28358209,0.014925373,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343,0.333333333,17,19,9.821052,3,62.2,186.6,0,0.285582,0.061656,0,0,0.044989,0,0.068507,0,0.209713,0,0.099182,0.046012,0,0,0.184355,71,2299,65,11.5,5759
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,5.600952,3,39.2066,117.62,0,0,0.125933,0,0,0,0,0.048353,0,0.447992,0.181922,0.084475,0.034397,0.042525,0.034397,0,72,2299,41,12.65,5760
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7.41,1,51.87,51.87,0.462116,0,0,0,0,0,0,0.148448,0,0,0,0.370156,0.019278,0,0,0,0,2299,41,2.3,5761
0.901225,39,0.794871795,0.025641026,0,0.8,0,0,0,0.2,0,0,0,0,0,0.8,0.2,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0.1818,1,15,27,4.878148,5,25.024,125.12,0.388956,0.296192,0.012841,0,0,0.15108,0,0,0,0.064209,0,0,0,0,0,0.08672,33,2299,30,4.6,5762
0,57,0.035087719,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0267,0.25,18,24,7.571666,4,45.43,181.72,0.097959,0.041582,0.101126,0,0,0,0,0,0,0.503919,0,0,0.056637,0.04044,0.055546,0.102787,87,2299,78,8.05,5763
1.098901,19,0.631578947,0,0,0.166666667,0,0,0,0.833333333,0,0,0,0,0,0.666666667,0,0.333333333,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2557,0.6,11,23,6.30913,6,23.1533,138.92,0,0.173265,0.10524,0,0,0,0,0.032464,0,0.388568,0,0,0,0.00835,0,0.29211,42,2299,55,12.65,5764
0,51,0.078431373,0.019607843,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3433,1,11,15,5.969333,2,44.77,89.54,0,0.128247,0,0,0,0.288913,0,0.188688,0,0.202597,0,0.107281,0.08427,0,0,0,1,2298,41,9.2,5765
1.081081,32,0.96875,0.1875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0.666666667,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0.1609,0.6,23,39,3.651538,5,26.888,134.44,0.412313,0.25879,0,0,0,0.30654,0,0,0,0,0,0,0,0.022355,0,0,40,2298,29,5.75,5766
1.470588,57,0.070175439,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1333,0.333333333,7,8,6.65875,3,17.7566,53.27,0,0.333855,0.091906,0,0,0,0,0,0,0.484247,0,0,0.089991,0,0,0,37,2298,48,4.6,5767
1.354401,7,0,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2093,0.333333333,7,9,8.394444,3,25.1833,75.55,0.186366,0.582395,0.013103,0,0,0,0,0,0,0.175909,0,0,0,0.042223,0,0,60,2298,50,5.75,5768
2.816901,70,0.043478261,0.028985507,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3157,1,7,9,3.853333,2,17.34,34.68,0.317185,0.051903,0,0,0,0.336793,0,0,0,0,0,0.294117,0,0,0,0,64,2298,34,4.6,5769
1.562988,48,0.041666667,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.142,0.5,7,8,7.99375,2,31.975,63.95,0.203283,0.325097,0.025957,0,0,0,0,0,0,0.320719,0,0.124941,0,0,0,0,25,2298,40,2.3,5770
0.76923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1263,1,14,31,6.517419,3,66.45,199.35,0.151402,0.165375,0.078838,0,0,0,0,0.050009,0,0.156403,0,0.232202,0.031672,0,0.134094,0,87,2297,50,11.5,5771
1.748251,89,0.449438202,0.011235955,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1407,1,7,9,7.73,1,69.57,69.57,0,0.173148,0.093035,0,0,0,0,0,0,0.285308,0,0,0.101046,0,0,0.34746,0,2297,45,4.6,5772
0.819672,57,0.140350877,0.01754386,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0.2473,1,11,16,6.400625,3,34.1366,102.41,0.236855,0.158797,0.075022,0,0,0,0,0,0,0.330369,0,0,0.158797,0,0,0.040158,41,2296,30,4.6,5773
4.615384,45,0.2,0.088888889,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.315,1,8,8,6.49375,2,25.975,51.95,0,0.423291,0.039461,0,0,0,0,0,0,0.507603,0,0,0,0.029643,0,0,137,2295,39,4.6,5774
1.464646,0,0,0,0,0.454545455,0,0,0,0.545454545,0,0,0,0,0,0.909090909,0,0.090909091,0,0,0,0,0,0,0,0,0.857142857,0.142857143,0.857142857,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1808,0.6,28,61,5.57295,11,30.9045,339.95,0.250885,0.173408,0.066478,0,0,0.298793,0,0,0,0.113897,0,0,0.04451,0.009184,0.006017,0.036823,28,2295,55,27.6,5775
0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2428,1,11,15,5.917333,1,70.76,70.76,0,0,0.113689,0,0,0,0,0.020595,0,0,0.193601,0,0.028422,0.028422,0,0.615268,0,2294,65,6.9,5776
3.145753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.441,1,11,14,4.296428,2,17.675,35.35,0.428219,0.239842,0,0,0,-0.327998,0,0.084954,0,0.256833,0.10096,0,0.107362,0,0.109825,0,39,2294,26,2.3,5777
0.358865,29,0.586206897,0,0,0.3125,0,0,0,0.6875,0,0,0,0,0,0.8125,0.0625,0.125,0,0.2,0,0,0,0,0.1,0,0,0.7,0.2,0,0.7,0,0,0.1,0,0,0,0,0,0,0.214285714,0.357142857,0,0,0,0,0,0,0.428571429,0.2747,0.9375,31,85,4.949764,16,26.2956,420.73,0.006404,0.25785,0.127292,0,0,0.0428,0,0.042032,0,0.227388,0,0.020685,0.102294,0.055395,0.041114,0.076742,14,2293,42,32.2,5778
5.688282,45,0.577777778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2696,1,2,3,5.86,1,17.58,17.58,0,0,0,0,0,0.730375,0,0.269624,0,0,0,0,0,0,0,0,0,2293,50,2.3,5779
1.41129,44,0.113636364,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0489,0.25,18,25,7.3688,5,36.844,184.22,0.048568,0.401226,0.071881,0,0,0,0,0.038292,0,0.156901,0,0,0.058179,0.066411,0.026073,0.132464,68,2293,56,12.65,5780
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.5,4,7,7.304285,2,25.565,51.13,0,0,0.019362,0,0,0.746332,0,0.146489,0,0,0.087815,0,0,0,0,0,35,2292,51,5.75,5781
1.574803,32,0.28125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2109,0.5,10,13,5.922307,2,38.495,76.99,0.521366,0.127159,0,0,0,0,0,0,0,0.166125,0,0,0.051695,0,0.133653,0,0,2292,40,4.6,5782
